Source,Target,Weight
rajeshdivekar1199,U,1
manoharmanohar2625,U,1
roywalker2099,U,1
rajpatidevi1972,U,1
Joel-np5bx,U,1
alanebrahim6073,U,1
1103Leona,U,1
user-ex5mv1gx7z,U,1
user-vp8cr4xu6r,🤡🤡🤡,1
mariajosebouzobouzo54,🤡🤡🤡,1
AK88.,🤡🤡🤡,1
marktsvetanov6038,🤡🤡🤡,1
vladimirstojanovic1389,🤡🤡🤡,1
user-ct4dw4tn7b,🤡🤡🤡,1
_FreeStylebs,🤡🤡🤡,1
user-ct9uu7ux2b,🤡🤡🤡,1
kulakwasd,🤡🤡🤡,1
OUKB,🤡🤡🤡,1
Yy12342,🤡🤡🤡,1
user-yi5hj1vt6h,🤡🤡🤡,1
DaniilDimitrov,🤡🤡🤡,1
mightytaiger3000,🤡🤡🤡,1
joseaguilarjr660,🤡🤡🤡,1
user-xo6ks7ck9e,🤡🤡🤡,1
eienastarte1902,🤡🤡🤡,1
EivinSukoi,🤡🤡🤡,1
baltar72,🤡🤡🤡,1
danil1784,🤡🤡🤡,1
MaksimVazs,🤡🤡🤡,1
chp2303,🤡🤡🤡,1
minrima1394,🤡🤡🤡,1
generalpierogi7781,🤡🤡🤡,1
martinandreev2722,🤡🤡🤡,1
LeoWhite95,🤡🤡🤡,1
morge...,🤡🤡🤡,1
user-xb3oe2lw1r,🤡🤡🤡,1
donprova935,Bullshit,1
koenignero,Bullshit,1
dianahenderson8807,Bullshit,1
akhbarkhanmohamad6705,Bullshit,1
Bill-xx2yh,Bullshit,1
jbond4266,Bullshit,1
theylivewesleep9607,Bullshit,1
karlosgnwp3842,Bullshit,1
nicolasbrown8541,Bullshit,1
Giyu123,Bullshit,1
raynolte8623,Bullshit,1
pennymurphy-zi1yi,Bullshit,1
paulweeks1219,Bullshit,1
norpera,Bullshit,1
terryandrews7271,Bullshit,1
matthewarmstrong1022,Bullshit,1
jareckvilla7940,Bullshit,1
chelleroberson3222,Bullshit,1
americanexploration1107,Bullshit,1
joshuaberlingeri6201,Bullshit,1
MultiSpeedyman,Bullshit,1
artemhaidamak6095,Bullshit,1
thomasbrandt1299,Bullshit,1
charlesaugustine5666,Bullshit,1
andisteslonoks2011,Bullshit,1
bulentunal3832,Bullshit,1
jakenelson3326,Bullshit,1
peckerwood780,Bullshit,1
oldhick9047,Bullshit,1
shannonjanes2434,Bullshit,1
linnayi6864,Bullshit,1
jeroendevaal685,Bullshit,1
user-ut3ny5fc4r,Bullshit,1
davydacounsellor,Bullshit,1
johndonachie8272,Bullshit,1
anthonyrose780,Bullshit,1
zahariad7472,Bullshit,1
EdwinMartinez-hv5dw,Bullshit,1
kunka384,Bullshit,1
erikpellicer4996,Bullshit,1
Micha-tj5uw,Bullshit,1
superkev.cadman.6889,Bullshit,1
comradesforcce6606,Bullshit,1
johnportelli3035,Bullshit,1
renkinjutsu4664,Bullshit,1
christopherromesburg8911,Bullshit,1
rdozzi6682,Bullshit,1
VRG_HQ,Bullshit,1
jaypavlov859,Bullshit,1
martin081967,Bullshit,1
ilovemama6997,Bullshit,1
liam9072,Bullshit,1
desmondweathersbyweathersb929,Bullshit,1
alexkuzmin6537,Bullshit,1
adrianf7106,Bullshit,1
md_2024,Bullshit,1
Wladiatn,Bullshit,1
user-ye1dj5iy5g,Bullshit,1
derrickrr5516,Bullshit,1
jaysav2248,Bullshit,1
duanecarr6712,Bullshit,1
patrickhouasia225,Bullshit,1
Whatyousee1,Bullshit,1
pablomdb,Bullshit,1
laqecavatavo,Bullshit,1
shaehix1669,Bullshit,1
smiith7996,Bullshit,1
ReinerKamp,Bullshit,1
russianbot8423,Bullshit,1
rhysmarshall6365,Bullshit,1
mrcool2457,Bullshit,1
rocketman2224,Bullshit,1
5lelik5,Bullshit,1
thiagoXXXmarinho,Bullshit,1
glackmore,Bullshit,1
InTuGuru,Bullshit,1
davidwong1848,Bullshit,1
user-li8xj5rs1d,Bullshit,1
user-lr5zf1uu1u,Bullshit,1
makarevych,Bullshit,1
balkanboy1203,Bullshit,1
cliffordnireland6124,Bullshit,1
Primorski_Krai,Bullshit,1
johnnagle7702,Bullshit,1
alwincoleman3932,Bullshit,1
FARANSI95,Bullshit,1
surovyjmishko3880,Bullshit,1
francoisvandyk9902,Bullshit,1
lutzknippert,Bullshit,1
Lee-ty7bc,Bullshit,1
allenwagner2469,Bullshit,1
marijabreeds9715,Bullshit,1
user-uy9nj2sd2m,Bullshit,1
georgestransky9652,Bullshit,1
rahvinci6387,Bullshit,1
johnmax378,Bullshit,1
mkspilane3441,Bullshit,1
VitalyRodin,Bullshit,1
grahammidwinter9895,Bullshit,1
teundehaas8151,Bullshit,1
marselshved,Bullshit,1
earlchesnut9017,Bullshit,1
Dominic-cr4lu,Bullshit,1
Stammes,Bullshit,1
pablodiaz8946,Bullshit,1
tricia4900,Bullshit,1
bigsnkby1,Bullshit,1
buddyreynolds8036,Bullshit,1
jasonford7216,Bullshit,1
andriilazarenko3957,Bullshit,1
user-ho2hm9dd2y,Bullshit,1
knotico5707,Bullshit,1
milkasworld7855,Bullshit,1
daru6088,Bullshit,1
billtheplayers1,Bullshit,1
elsweeto6679,Bullshit,1
williampayne882,Bullshit,1
michaelkranenburg4402,Bullshit,1
funkymonkey5002,Bullshit,1
jimmyornelas7570,Bullshit,1
winstomguttierrezflores4106,Bullshit,1
paultjiefick2239,Bullshit,1
user-gl9sw9yd1x,Bullshit,1
user-ie4qx2xi4j,Bullshit,1
fokrulislam6996,Bullshit,1
lazbogi,Bullshit,1
phillipselman5106,Bullshit,1
nazuddin6346,Bullshit,1
robertscott7652,Bullshit,1
tiagorangel128,Bullshit,1
pattttttttt,Bullshit,1
JoeSmith-yy7cn,Bullshit,1
sirsydneyknuckles7923,Bullshit,1
mr.x9937,Bullshit,1
Dmarcoot,Bullshit,1
Peoplesuckmoreeveryday,Bullshit,1
FlatEarther319,Bullshit,1
Filon2137Potocki,Bullshit,1
mpmcfeely509,Bullshit,1
MrGlock331,Bullshit,1
user-px8bg6oq8k,Bullshit,1
chrisc404,Bullshit,1
bobedwards2215,Bullshit,1
furkatkochkarov546,Bullshit,1
poenari1,Bullshit,1
wingedwarrioruk,Bullshit,1
dougondrums6368,Bullshit,1
mike423439,Bullshit,1
mr.president1700,Bullshit,1
VatFakMyn,Bullshit,1
vernzee9689,Bullshit,1
tray3120,Fake news,1
chocolate4135,Fake news,1
user-vh8ry9or7f,Fake news,1
MaskRider76,Fake news,1
Cybersecurity1100,Fake news,1
reubenothuol1823,Fake news,1
icpdoicpdo9910,Fake news,1
destinaronin,Fake news,1
Ian-Dixon,Fake news,1
samwelesamwele8267,Fake news,1
Roberto-fg9oj,Fake news,1
richrich2676,Fake news,1
sergaciokarsodikromo9110,Fake news,1
xaviv6840,Fake news,1
jamesbeltran669,Fake news,1
jeanmodeste4033,Fake news,1
bobbylopez6654,Fake news,1
bullfrog2917,Fake news,1
danielgriffiths5903,Fake news,1
irinairina5306,Fake news,1
noneofyourbusiness4423,Fake news,1
ninomelissa1076,Fake news,1
drmakgp9172,Fake news,1
user-assoul_nicely,Fake news,1
notorious4771,Fake news,1
sayyeddeyyas,Fake news,1
TimesUhave2BA_radicalintellect,Fake news,1
eleonorailieva6144,Fake news,1
barkerbiz,Fake news,1
r.n.e,Fake news,1
proverbialmind_spread9421,Fake news,1
urmijohn5591,Fake news,1
billrosenstein,Fake news,1
SupernaturalPowerz,Fake news,1
juniordexter3214,Fake news,1
jazla111,Fake news,1
reviemarii6066,Fake news,1
silentj80,Fake news,1
harrisoneps,Fake news,1
jvonhousen3055,Fake news,1
anjanaladka9964,Fake news,1
amarjeetchand1825,Fake news,1
frontline7404,Fake news,1
connoisseurofyoutube,Fake news,1
ambergrovers3206,Fake news,1
masterjay4992,Fake news,1
parisspann8160,Fake news,1
user-bx2hk7zv7z,Fake news,1
amelifehacks,Fake news,1
jaipaulpapabathin4416,Fake news,1
Marree88,Fake news,1
oliverbanes5121,Fake news,1
petitbeurre7588,Fake news,1
danieldykstra4885,Fake news,1
Superbowfin60,Fake news,1
yonas000100,Fake news,1
eddykoning9895,Fake news,1
shibainu3237,Fake news,1
47ALTAIR47,Fake news,1
arifaizat7575,Fake news,1
juanantoniolopez4555,Fake news,1
xx1352,Fake news,1
FB-nh2ed,Fake news,1
weeknders,Fake news,1
NoCoverCharge,Fake news,1
vertexman9124,Fake news,1
ssyworld5609,Fake news,1
user-hl7pv5ul5u,Fake news,1
The_MayHeM,Fake news,1
mashmash7877,Fake news,1
user-qi9ve8fu6d,Fake news,1
fuadamir1917,Fake news,1
ajinkya_9349,Fake news,1
idesofmarch1375,Fake news,1
thesourceprototype,Fake news,1
mackthedh8723,Fake news,1
abdelghanibenseddik5833,Fake news,1
afrikanking4022,Fake news,1
tt-tm6kn,Fake news,1
peterparker5484,Fake news,1
mahvashsohrabi6844,Fake news,1
muralisam2082,Fake news,1
Given_Freeman8,Fake news,1
vrodriguez6136,Fake news,1
shivnarain2776,Fake news,1
javieryokozuna930,Fake news,1
MakeLoveNotWar420,Fake news,1
PrasannaKumar-jd1iv,Fake news,1
houdini5538,Fake news,1
thestreets.aka.joshua,Fake news,1
lukag37,Fake news,1
justinthomas27,Fake news,1
lewiselliott9038,Fake news,1
alienated1183,Fake news,1
Ye_._,Fake news,1
RomanovDmitriy.,Fake news,1
Tiredashelljoe107,Fake news,1
user-oj8il8ii1t,Fake news,1
thetrendbot,Fake news,1
northsouth2305,Fake news,1
davidespinoza310,Fake news,1
dedyzee,Fake news,1
jjinglenuts,Fake news,1
simonmccullagh278,Fake news,1
jacksonjackie2253,Fake news,1
englishmadame,Fake news,1
machinegungonzerella4310,Fake news,1
DatouCJS,Fake news,1
MADmasky,Fake news,1
randyartesano785,Fake news,1
francisantony7979,Fake news,1
youngslay697,Fake news,1
seimela,Fake news,1
lutztech,Fake news,1
jaymo2024,Fake news,1
nhclubowner1,Fake news,1
ChrisKellycekghost,Fake news,1
adellbrown5065,Fake news,1
marcusgray4975,Fake news,1
toibutera,Fake news,1
myvicval7506,Fake news,1
fubar.1,Fake news,1
patriceclermont6482,Fake news,1
K1lroyfr,Fake news,1
DanielPerez-pe8rm,Fake news,1
ttmm4200,Fake news,1
jackm9578,Fake news,1
globalspaceline,Fake news,1
EthicalPatriot224,Fake news,1
lloydthegreat7851,Fake news,1
WillieSakellson-vz7fx,Fake news,1
coreyryanselbyfullgrabe4360,Fake news,1
vadimromanel1590,Fake news,1
johnparsons7907,Fake news,1
mosesredhene2718,Fake news,1
mickytheo6956,Fake news,1
shakgull2913,Fake news,1
Richardcardiel-xs2yl,Fake news,1
kimlam8991,Fake news,2
konnorkelley6857,Fake news,5
saschaatta6799,Fake news,1
khushboopraween4384,Fake news,1
migooknamja,Fake news,1
teddy17069,Fake news,1
WhiteCollarWarriorWallStFraudE,Fake news,1
mrpandabearofficialchannel673,Fake news,1
inlettwister,Fake news,1
jaxonl7810,Fake news,1
williamhughes205,Fake news,1
ritadominguez9588,Fake news,1
godfreychindolo8332,Fake news,1
sandtownb419,Fake news,1
Muhammad-gf3ow,Fake news,1
orizeland1353,Fake news,1
yunnga3434,Fake news,1
user-ki5mw4vd9o,Fake news,1
Immmtheking,Fake news,1
sandriacelestin9580,Fake news,1
CrustyZeno,Fake news,1
greywhiteman2815,Fake news,1
halebop073,Fake news,1
JoelW93,Fake news,1
koushik-eg8bg,Fake news,1
WilfredoJrAng,Fake news,1
williambouldin1037,Fake news,1
WheelnPeel,Fake news,1
richiedc6139,Fake news,1
gaoidea,Fake news,1
pravinsatpute3738,Fake news,1
Iceman497,Fake news,1
randyphillips6506,Fake news,1
TheBenn1234,Fake news,1
billharpster7968,Fake news,1
user-zp7ut9tl6z,Fake news,1
loopscoop,Fake news,1
CrazyQbin,Fake news,1
wizpsy4051,Fake news,1
___a__.7560,Fake news,1
petermachondo8285,Fake news,1
2mallikharjuna,Fake news,1
MsSergho,Fake news,1
rohanchowhan1952,Fake news,1
buckyou7365,Fake news,1
peterchristodoulou7481,Fake news,1
collinsoconnor5843,Fake news,1
ChameleonThe13,Fake news,1
lydiasepnio5361,Fake news,1
jonelbondyingnuezca742,Fake news,1
BazylevDV,Fake news,1
MyGreeed,Fake news,1
andrewgiroux5332,Fake news,1
greenlight276,Fake news,1
justindirtrider1982,Fake news,1
vinniemax8274,Fake news,1
drivewithpaul7671,Fake news,1
ojflywheel1446,Fake news,1
ral8031,Fake news,1
sajeevanm8872,Fake news,1
gamer9264,Fake news,1
kobcuadubh9043,Fake news,1
Draintheswamp888,Fake news,1
marktepou9596,Fake news,1
wilbertiii,Fake news,1
chrisreyes3126,Fake news,1
Moussi504,Fake news,1
AntiQris,Fake news,1
kenthai6596,Fake news,1
samsudinngari1335,Fake news,1
syedshabaz7267,Fake news,1
Bob-sz9bl,Fake news,1
Napastak69Kapikyan,Fake news,1
duskognjatovic4566,Fake news,1
davidwest8982,Fake news,1
samhail5479,Fake news,1
jjrigdon5773,Fake news,1
jmb5742,Fake news,1
BSharp369,Fake news,1
Judah123en,Fake news,1
sanchopanzas9850,Fake news,1
Hojata,Fake news,1
cruisemissile2873,Fake news,1
ramonpineda9399,Fake news,1
iii-ei5cv,Fake news,1
muhjar5226,Fake news,1
aarondelmonte7703,Fake news,1
cyrusnyenkan112,Fake news,1
richardturner8215,Fake news,1
rogerwolfe6937,Fake news,1
cybertime6429,Fake news,1
edpall8664,Fake news,1
mania5046,Fake news,1
aykay9328,Fake news,1
AhhBigWilly,Fake news,1
GoodzillaGoodman,Fake news,1
MrMaddog1278,Fake news,1
abduljemilu703,Fake news,1
sf4734,Fake news,1
davidwild102,Fake news,1
tutnetam,Fake news,1
quitosochangco939,Fake news,1
MohamedHasan-mb3hi,Fake news,1
kwamefrancis7272,Fake news,1
markstephen1308,Fake news,1
shambolic2792,Fake news,1
suriyom7788,Fake news,1
brianb8489,Fake news,1
evakostow1756,Fake news,1
colinseccombe5865,Fake news,1
nz-bass-head6306,Fake news,1
PepeuSavant,Fake news,1
alexfitz6204,Fake news,1
LBLV2023,Fake news,1
madhukalyanmk5835,Fake news,1
none5222,Fake news,1
polp4132,Fake news,1
chavue6009,Fake news,1
joebidenko3650,Fake news,1
willemmcalpine9040,Fake news,1
TheKChek1nesss,Fake news,1
smthing_likethat,Fake news,1
all4dh8rz3,Fake news,1
wakeupsheeple513,Fake news,1
duduetsangmahlase1799,Fake news,1
dalewalters1393,Fake news,1
mariomogianesi6180,Fake news,1
JayKTS,Fake news,1
banecar3935,Fake news,1
user-vb8bh5nu8s,Fake news,1
VTECMANIAC,Fake news,1
dariuszczarnecki7796,Fake news,1
miloskeylargo,Fake news,1
thankyouJESUSkingofkings,Fake news,1
danboy2425,Fake news,2
travelabroad4176,Fake news,1
Buddha1431,Fake news,1
Xbox_cave_man,Fake news,1
PhanOT11,Fake news,1
stillfree47,Fake news,1
mohamedigal172,Fake news,1
matthewputman6150,Fake news,1
forrester071770,Fake news,1
erwink9749,Fake news,2
p.c8219,Fake news,1
SteffonisAnubis,Fake news,1
martinngenda4714,Fake news,1
dadangbudiman9491,Fake news,1
gautamsonawane6765,Fake news,1
gqkev,Fake news,1
wafc111,Fake news,1
jojofarthington228,Fake news,1
redrose5406,Fake news,1
henrylubinski2728,Fake news,1
Reality45805,Fake news,1
moomulle4893,Fake news,1
elvedinyugo9836,Fake news,1
JaRule88,Fake news,1
nicm1524,Fake news,1
disclaimer.imjokin,Fake news,1
user-sx7wx7gm5p,Fake news,1
mx4628,Fake news,1
smilent1241,Fake news,1
danieldegoede4285,Fake news,1
user-bp5dm4tp6c,Fake news,1
Otpob11,Fake news,1
dimaskalntourimidis2776,Fake news,1
lordtitan8553,Fake news,1
bryantracey3864,Fake news,1
milospuric8905,Fake news,1
kinimi123,Fake news,1
DRcar4103,Fake news,1
maverickexo8640,Fake news,1
RACRaulTV,Fake news,1
hezerceliz8926,Fake news,1
draghrvacevic8481,Fake news,1
ban5319,Fake news,1
dawitmercy5428,Fake news,1
jackpeace637,Fake news,1
ruggeddiscipline6026,Fake news,1
85maleek,Fake news,1
eddiebeano,Fake news,1
warriorwarrior2506,Fake news,1
acurettheshit3656,Fake news,1
deejayfherrojas,Fake news,1
leechgamingYT,Fake news,1
therantwithgrant4271,Fake news,1
demurch0,Fake news,1
langkungteron3341,Fake news,1
khcv631026,Fake news,1
misadjurdjevic737,Fake news,1
lindaedelstein49,Fake news,1
tlahuican,Fake news,1
28princessbella,Fake news,1
alexander3558,Fake news,1
alexandrepelletier1248,Fake news,1
johncameron6864,Fake news,1
Question467,Fake news,1
kurt21275,Fake news,1
LloydTaray-bt7ho,Fake news,1
touxiong6055,Fake news,1
letitgoo,Fake news,1
boblaba2468,Fake news,1
johnp4167,Fake news,1
danward7989,Fake news,1
london-vlog2981,Fake news,1
migueldoriste5129,Fake news,1
shecalledmetrash,Fake news,1
fakeexposer4084,Fake news,1
dasaradhad,Fake news,1
chowdarychowdary575,Fake news,1
michaelburnell9406,Fake news,2
Joel-xy7qg,Fake news,1
mikebelnap3079,Fake news,1
Just-Human,Fake news,1
lewisanderson1521,Fake news,1
acino90,Fake news,1
happyt1335,Fake news,1
waynejohn1160,Fake news,1
Mehalmehal5675,Fake news,1
countrywolf88,Fake news,1
terrymckee,Fake news,1
rosshitchen-ij6en,Fake news,1
wangda6066,Fake news,1
pokche-kp4jj,Fake news,1
dervisorhan7715,Fake news,1
BorossAngkor,Fake news,1
malindafrank.028,🇺🇦💪💪💪💪💪💪💪🇺🇦,6
user-zq4qk3lg8m,😂😂😂,1
tin_tinjim694,😂😂😂,1
hcblacki,😂😂😂,1
dokuworld2977,😂😂😂,1
samicheradi5637,😂😂😂,1
nelsonnyaga1979,😂😂😂,1
krzysztofknyszynski9032,😂😂😂,1
sheikhali4775,😂😂😂,1
michaelgautreaux3168,😂😂😂,1
007vandit,😂😂😂,1
Woke84,😂😂😂,1
danielesalin8483,😂😂😂,1
benardyohanis7370,😂😂😂,1
user-ui9zl3uc8b,😂😂😂,1
daniii4909,😂😂😂,1
zionisbangsababi,😂😂😂,1
Chamaraofficial123,😂😂😂,1
devanshrai5385,😂😂😂,1
francoisjackson,😂😂😂,1
RichardLudovice-lg4qv,😂😂😂,1
abdulbasir5185,😂😂😂,1
stevomiljevic6663,😂😂😂,1
tajammaltajammal669,😂😂😂,1
user-ls8sf3ke3h,😂😂😂,1
user-wt6mq5bl2z,😂😂😂,1
toptenlife4174,😂😂😂,1
myominzawyomon6226,😂😂😂,1
JazzyBlessed1,😂😂😂,1
Razzle_Dazzle-,😂😂😂,2
carolynmccld,😂😂😂,1
anntapanday8774,😂😂😂,1
user-zn4lg4zi2b,😂😂😂,1
mslayous1,😂😂😂,1
user-en1lj5un1z,😂😂😂,1
kogyi3644,😂😂😂,1
user-ne7lr8zx1b,😂😂😂,1
kutfromadifferentcloth1241,😂😂😂,1
shahinshahi7108,😂😂😂,1
RuedigerMunk,😂😂😂,1
marquise8892,😂😂😂,1
nadabuzatov8068,😂😂😂,1
vikasmaurya..,😂😂😂,1
seyedmahdimousavi4642,😂😂😂,1
neetlikitkhom266,😂😂😂,1
emirtemiz1936,😂😂😂,1
stefanstefanovich8360,😂😂😂,1
mrtrs338,😂😂😂,1
ryangovender1484,😂😂😂,1
stasfedin7196,😂😂😂,1
mistamaccapone5150,😂😂😂,1
eriktate7479,😂😂😂,1
user-vu9vq5xd4j,😂😂😂,1
shubhamjamgade2051,😂😂😂,1
junkerjoerg111,😂😂😂,1
club_emprendedores,😂😂😂,1
user-ll7co8rb4t,😂😂😂,1
yuremzihad2220,😂😂😂,1
faisalhussain9746,😂😂😂,1
irafert677,😂😂😂,1
Crybabehot,😂😂😂,1
user-cg2ff5gx9e,😂😂😂,1
cuteboyjaniil4336,😂😂😂,1
user-tb6vi5hy9b,😂😂😂,1
ameliaweah313,😂😂😂,1
bdarwin,😂😂😂,1
motovlog146,😂😂😂,1
alipro1978,😂😂😂,1
lajossimon6371,😂😂😂,1
fannieshuler2568,😂😂😂,1
igoromelchenko3482,😂😂😂,1
shahidanusrat6086,😂😂😂,1
markosegt1406,😂😂😂,1
willhelmrinke377,😂😂😂,1
davorsardelic6766,😂😂😂,1
humbertomonteiro6742,😂😂😂,1
raimundasgiedraitis9404,😂😂😂,1
SjamsOell_93,😂😂😂,1
ralphe5842,😂😂😂,1
MsDGOODWIN,😂😂😂,1
marko6706,😂😂😂,1
user-hs6cc6kk7f,😂😂😂,1
user-looz805,😂😂😂,1
KingShadStarSeed9,😂😂😂,1
albertsuto1891,😂😂😂,1
Hamizan12,😂😂😂,1
sreenadhs802,😂😂😂,1
serutirupathi5413,😂😂😂,1
smile-genshin,😂😂😂,1
laurentiupana9091,😂😂😂,1
user-hv1ik9yu3b,😂😂😂,1
user-el2rt4st5g,😂😂😂,1
Sr_via1,😂😂😂,1
user-jt6yy4tc7r,😂😂😂,1
Dan-bd5wt,😂😂😂,1
user-hy5nd9dr5t,😂😂😂,1
braystuskibassa3842,😂😂😂,2
user-ic6ro3dz7j,😂😂😂,1
JDF-nb1vu,😂😂😂,1
chunaslopez,😂😂😂,1
ilhamwiyoto2273,😂😂😂,1
jaai359,😂😂😂,1
kossher8834,😂😂😂,1
HasanKhan-bf6lx,😂😂😂,1
andreymiller5635,😂😂😂,1
stephenstephen6754,😂😂😂,1
1974charrua,😂😂😂,1
chhawnglianachhakchhuak7738,😂😂😂,1
calicali3225,😂😂😂,1
afghanistan313,😂😂😂,1
NavM23,😂😂😂,1
user-em3zg4jy4f,😂😂😂,1
medval8232,😂😂😂,1
PUNKLIBERAL,😂😂😂,1
emilioperez4654,😂😂😂,1
bagushitam991,😂😂😂,1
user-ui6oe3nt8w,😂😂😂,1
ROBLOX_RPTV,😂😂😂,1
arthurcurryarthurcurry9593,😂😂😂,1
SONA_DA_MLA,😂😂😂,1
manatarpardede969,😂😂😂,1
teddyaslund7194,😂😂😂,1
md.shahadathossain8880,😂😂😂,1
thehunterofdeath2180,😂😂😂,1
murphy5734,😂😂😂,1
GiorgiyT,😂😂😂,1
mnandes2405,😂😂😂,1
manueletofilau4210,😂😂😂,1
user-mm9cx4yo2m,😂😂😂,1
micheleluongo699,😂😂😂,1
jesusruelas5856,😂😂😂,1
edreessarwary1992,😂😂😂,1
rickdewhirst5474,😂😂😂,1
user-tv6pk9dq7e,😂😂😂,1
anirban_.03,😂😂😂,1
lottiespence2614,😂😂😂,1
deadday_x6964,😂😂😂,1
mikehernandez906,😂😂😂,1
bradleycurtis4703,😂😂😂,2
shenlumpeng3503,😂😂😂,1
user-jd5qr6tx2y,😂😂😂,1
MadinaBerdekulova-xr8xf,😂😂😂,1
VarditerMartirosyan13,😂😂😂,1
Losergotinspired,😂😂😂,1
heikofaust965,😂😂😂,1
Expenditure777,😂😂😂,1
MrRicky4002,😂😂😂,1
Mr.Paticles,😂😂😂,1
Surreal_Cam,😂😂😂,1
user-tx9pd5mh4j,😂😂😂,1
freddg1330,😂😂😂,1
user-ln9ov6ov9j,😂😂😂,1
markomicic8209,😂😂😂,1
afawfasd537,😂😂😂,1
yosa9920,😂😂😂,1
Anastasia4426,😂😂😂,1
Dontgetbutthurt223,😂😂😂,1
user-fx9ru8mp1x,😂😂😂,2
ErbolNabatov-wd4hc,😂😂😂,1
cb650sce6,😂😂😂,1
alexxwelder4713,😂😂😂,1
Madina-jz4uy,😂😂😂,1
sibonisocharles5369,😂😂😂,1
riteshkumar1240,😂😂😂,1
user-sz8ot7bt5c,😂😂😂,1
nenediaby4447,😂😂😂,1
user-eu9tt8ru8k,😂😂😂,1
sunnyrobinson2128,😂😂😂,1
user-cr6jd7pg6k,😂😂😂,1
meAhir,😂😂😂,1
StPiter111,😂😂😂,1
stinger7799,😂😂😂,1
realcarter9274,😂😂😂,1
horneytoad,😂😂😂,1
talant2382,😂😂😂,1
blackshark4205,😂😂😂,1
badramiri2151,😂😂😂,1
RajanRajan-sb1bu,😂😂😂,1
sirojiddinmardanov2754,😂😂😂,1
danielmunozllaves3686,😂😂😂,1
fazlitdinkadirov,😂😂😂,1
fritos2006,😂😂😂,1
user-pb7fc9bf5g,😂😂😂,1
nazarbaba8258,😂😂😂,1
user-te4ex2pp8u,😂😂😂,1
Danik_118,😂😂😂,1
brunoalexandre9236,😂😂😂,1
marinmilosevic834,😂😂😂,1
ajaymuj,😂😂😂,1
user-mq9iy8vs3n,😂😂😂,1
user-gg3mr2ii7z,😂😂😂,1
foreveryounglovinglife777,😂😂😂,1
Kalmykia_08,😂😂😂,1
anishpillai2440,😂😂😂,1
user-dh4gm5bb1z,😂😂😂,1
vincentpacks7126,😂😂😂,1
MADVanDaymonPRODUCTION,😂😂😂,1
johnellery9665,😂😂😂,1
1967Kiko1967,😂😂😂,1
christopherschwing,😂😂😂,1
ricardoreyarevalorodriguez7477,😂😂😂,1
user-yr4bd1fl2t,😂😂😂,1
vinashigaming,😂😂😂,1
user-rx9yo4dv4m,😂😂😂,1
youtubechanel6965,😂😂😂,1
user-je9it3ji8c,😂😂😂,1
user-oz7bf4vw1i,😂😂😂,1
user-us7yu3pd2b,😂😂😂,1
dmsupun,😂😂😂,1
Rocky-111.,😂😂😂,1
rubrub7894,😂😂😂,1
user-vr2gs6kb6zov,😂😂😂,1
greenblade4081,😂😂😂,1
ikaikamaleko8370,😂😂😂,1
timofeymedyanikov5952,😂😂😂,1
akcobra5418,😂😂😂,1
Basiceverydayshorts,😂😂😂,1
johnvangucht605,😂😂😂,1
hamzarorick4875,😂😂😂,1
blackdetecting2342,😂😂😂,1
user-bg9ww9lo8s,😂😂😂,1
Pubg_ANDAEV777,😂😂😂,1
sesinandoaraujo6351,😂😂😂,1
akmalturakulov7313,😂😂😂,1
kartikagunawan4680,😂😂😂,1
lancelawrencezodione8895,😂😂😂,1
genghiskhan1069,😂😂😂,1
Frankie_staib,😂😂😂,1
susannehaase7519,😂😂😂,1
arvindsolanki2318,😂😂😂,1
narutouzumaki2202,😂😂😂,1
shermatovkhurbek3311,😂😂😂,1
TheNinyo77,😂😂😂,1
ut9053,😂😂😂,1
foodie_skina4280,😂😂😂,1
harishkumarvaivet5677,😂😂😂,1
raehaheardrh,😂😂😂,1
user-oy2hi6hh3m,😂😂😂,1
yelkouniali245,😂😂😂,1
erningevangelista1540,😂😂😂,1
Aminate12,😂😂😂,1
aryavansinikhilraj8986,😂😂😂,1
teoaliyev,😂😂😂,1
dennischucho4412,😂😂😂,1
lulzimkarimani8051,😂😂😂,1
johnmcfarland4700,😂😂😂,1
user-sj4dj4uq9p,😂😂😂,1
user-cj4sx5tq4m,😂😂😂,1
jdkhan143,😂😂😂,1
youngmosaisvevo9785,😂😂😂,1
BAV686,😂😂😂,1
kazikdimaev2063,😂😂😂,1
user-fg2mb4kt7l,😂😂😂,1
MaryAustinup,😂😂😂,1
jizeenika4971,😂😂😂,1
slavkostankovic479,😂😂😂,2
CrusaderGeorgeWBush,😂😂😂,1
reliablesauce,😂😂😂,1
charlesheinnrichnsubuga8738,😂😂😂,1
prosantapritam6793,😂😂😂,1
yolmeen,😂😂😂,1
cccp4008,😂😂😂,1
georgebelev1900,😂😂😂,1
estelleogbs6741,😂😂😂,1
samanthaw4955,😂😂😂,1
sergebostonchik831,😂😂😂,1
user-dh5cn4tx9l,😂😂😂,1
Dekanoto3834,😂😂😂,1
lucyparsi6144,😂😂😂,1
user-gh7pg5lh2l,😂😂😂,1
massimiliano2831,😂😂😂,1
candacelemon122,😂😂😂,1
OneLuvJigga,😂😂😂,1
kingdomgateway7677,😂😂😂,1
vavitusalmon3156,😂😂😂,1
JOKES3D,😂😂😂,1
user-lp1cg2qb8w,😂😂😂,1
user-rj5vs3vv9q,😂😂😂,1
